-1000.000	0.000
-999.000	0.000
-998.000	0.000
-997.000	0.000
-996.000	0.000
-994.999	0.000
-993.999	0.000
-992.999	0.000
-991.999	0.000
-990.999	0.000
-989.999	0.000
-988.999	0.000
-987.999	0.000
-986.999	0.000
-985.999	0.000
-984.998	0.000
-983.998	0.000
-982.998	0.000
-981.998	0.000
-980.998	0.000
-979.998	0.000
-978.998	0.000
-977.998	0.000
-976.998	0.000
-975.998	0.000
-974.997	0.000
-973.997	0.000
-972.997	0.000
-971.997	0.000
-970.997	0.000
-969.997	0.000
-968.997	0.000
-967.997	0.000
-966.997	0.000
-965.997	0.000
-964.996	0.000
-963.996	0.000
-962.996	0.000
-961.996	0.000
-960.996	0.000
-959.996	0.000
-958.996	0.000
-957.996	0.000
-956.996	0.000
-955.996	0.000
-954.995	0.000
-953.995	0.000
-952.995	0.000
-951.995	0.000
-950.995	0.000
-949.995	0.000
-948.995	0.000
-947.995	0.000
-946.995	0.000
-945.995	0.000
-944.994	0.000
-943.994	0.000
-942.994	0.000
-941.994	0.000
-940.994	0.000
-939.994	0.000
-938.994	0.000
-937.994	0.000
-936.994	0.000
-935.994	0.000
-934.993	0.000
-933.993	0.000
-932.993	0.000
-931.993	0.000
-930.993	0.000
-929.993	0.000
-928.993	0.000
-927.993	0.000
-926.993	0.000
-925.993	0.000
-924.992	0.000
-923.992	0.000
-922.992	0.000
-921.992	0.000
-920.992	0.000
-919.992	0.000
-918.992	0.000
-917.992	0.000
-916.992	0.000
-915.992	0.000
-914.991	0.000
-913.991	0.000
-912.991	0.000
-911.991	0.000
-910.991	0.000
-909.991	0.000
-908.991	0.000
-907.991	0.000
-906.991	0.000
-905.991	0.000
-904.990	0.000
-903.990	0.000
-902.990	0.000
-901.990	0.000
-900.990	0.000
-899.990	0.000
-898.990	0.000
-897.990	0.000
-896.990	0.000
-895.990	0.000
-894.989	0.000
-893.989	0.000
-892.989	0.000
-891.989	0.000
-890.989	0.000
-889.989	0.000
-888.989	0.000
-887.989	0.000
-886.989	0.000
-885.989	0.000
-884.988	0.000
-883.988	0.000
-882.988	0.000
-881.988	0.000
-880.988	0.000
-879.988	0.000
-878.988	0.000
-877.988	0.000
-876.988	0.000
-875.988	0.000
-874.987	0.000
-873.987	0.000
-872.987	0.000
-871.987	0.000
-870.987	0.000
-869.987	0.000
-868.987	0.000
-867.987	0.000
-866.987	0.000
-865.987	0.000
-864.986	0.000
-863.986	0.000
-862.986	0.000
-861.986	0.000
-860.986	0.000
-859.986	0.000
-858.986	0.000
-857.986	0.000
-856.986	0.000
-855.986	0.000
-854.985	0.000
-853.985	0.000
-852.985	0.000
-851.985	0.000
-850.985	0.000
-849.985	0.000
-848.985	0.000
-847.985	0.000
-846.985	0.000
-845.985	0.000
-844.984	0.000
-843.984	0.000
-842.984	0.000
-841.984	0.000
-840.984	0.000
-839.984	0.000
-838.984	0.000
-837.984	0.000
-836.984	0.000
-835.984	0.000
-834.983	0.000
-833.983	0.000
-832.983	0.000
-831.983	0.000
-830.983	0.000
-829.983	0.000
-828.983	0.000
-827.983	0.000
-826.983	0.000
-825.983	0.000
-824.982	0.000
-823.982	0.000
-822.982	0.000
-821.982	0.000
-820.982	0.000
-819.982	0.000
-818.982	0.000
-817.982	0.000
-816.982	0.000
-815.982	0.000
-814.981	0.000
-813.981	0.000
-812.981	0.000
-811.981	0.000
-810.981	0.000
-809.981	0.000
-808.981	0.000
-807.981	0.000
-806.981	0.000
-805.981	0.000
-804.980	0.000
-803.980	0.000
-802.980	0.000
-801.980	0.000
-800.980	0.000
-799.980	0.000
-798.980	0.000
-797.980	0.000
-796.980	0.000
-795.980	0.000
-794.979	0.000
-793.979	0.000
-792.979	0.000
-791.979	0.000
-790.979	0.000
-789.979	0.000
-788.979	0.000
-787.979	0.000
-786.979	0.000
-785.979	0.000
-784.978	0.000
-783.978	0.000
-782.978	0.000
-781.978	0.000
-780.978	0.000
-779.978	0.000
-778.978	0.000
-777.978	0.000
-776.978	0.000
-775.978	0.000
-774.977	0.000
-773.977	0.000
-772.977	0.000
-771.977	0.000
-770.977	0.000
-769.977	0.000
-768.977	0.000
-767.977	0.000
-766.977	0.000
-765.977	0.000
-764.976	0.000
-763.976	0.000
-762.976	0.000
-761.976	0.000
-760.976	0.000
-759.976	0.000
-758.976	0.000
-757.976	0.000
-756.976	0.000
-755.976	0.000
-754.975	0.000
-753.975	0.000
-752.975	0.000
-751.975	0.000
-750.975	0.000
-749.975	0.000
-748.975	0.000
-747.975	0.000
-746.975	0.000
-745.975	0.000
-744.974	0.000
-743.974	0.000
-742.974	0.000
-741.974	0.000
-740.974	0.000
-739.974	0.000
-738.974	0.000
-737.974	0.000
-736.974	0.000
-735.974	0.000
-734.973	0.000
-733.973	0.000
-732.973	0.000
-731.973	0.000
-730.973	0.000
-729.973	0.000
-728.973	0.000
-727.973	0.000
-726.973	0.000
-725.973	0.000
-724.972	0.000
-723.972	0.000
-722.972	0.000
-721.972	0.000
-720.972	0.000
-719.972	0.000
-718.972	0.000
-717.972	0.000
-716.972	0.000
-715.972	0.000
-714.971	0.000
-713.971	0.000
-712.971	0.000
-711.971	0.000
-710.971	0.000
-709.971	0.000
-708.971	0.000
-707.971	0.000
-706.971	0.000
-705.971	0.000
-704.970	0.000
-703.970	0.000
-702.970	0.000
-701.970	0.000
-700.970	0.000
-699.970	0.000
-698.970	0.000
-697.970	0.000
-696.970	0.000
-695.970	0.000
-694.969	0.000
-693.969	0.000
-692.969	0.000
-691.969	0.000
-690.969	0.000
-689.969	0.000
-688.969	0.000
-687.969	0.000
-686.969	0.000
-685.969	0.000
-684.968	0.000
-683.968	0.000
-682.968	0.000
-681.968	0.000
-680.968	0.000
-679.968	0.000
-678.968	0.000
-677.968	0.000
-676.968	0.000
-675.968	0.000
-674.967	0.000
-673.967	0.000
-672.967	0.000
-671.967	0.000
-670.967	0.000
-669.967	0.000
-668.967	0.000
-667.967	0.000
-666.967	0.000
-665.967	0.000
-664.966	0.000
-663.966	0.000
-662.966	0.000
-661.966	0.000
-660.966	0.000
-659.966	0.000
-658.966	0.000
